BookingID,TableNumber,BookingDate,CustomerID
108,12,2019-06-27,QAK-YEA-563
109,1,2019-06-27,QAK-YEA-563
110,12,2019-06-27,QAK-YEA-563
111,1,2019-06-27,QAK-YEA-563
112,12,2019-06-27,QAK-YEA-563
113,1,2019-06-27,QAK-YEA-563
114,12,2019-06-27,QAK-YEA-563
115,1,2019-06-27,QAK-YEA-563
116,12,2019-06-27,QAK-YEA-563
117,1,2019-06-27,QAK-YEA-563
118,12,2019-06-27,QAK-YEA-563
119,1,2019-06-27,QAK-YEA-563
120,12,2019-06-27,QAK-YEA-563
121,1,2019-06-27,QAK-YEA-563
122,12,2019-06-27,QAK-YEA-563
123,1,2019-06-27,QAK-YEA-563
124,12,2019-06-27,QAK-YEA-563
125,1,2019-06-27,QAK-YEA-563
126,12,2019-06-27,QAK-YEA-563
127,1,2019-06-27,QAK-YEA-563
128,12,2019-06-27,QAK-YEA-563
129,1,2019-06-27,QAK-YEA-563
130,12,2019-06-27,QAK-YEA-563
131,1,2019-06-27,QAK-YEA-563
132,12,2019-06-27,QAK-YEA-563
133,1,2019-06-27,QAK-YEA-563
134,12,2019-06-27,QAK-YEA-563
135,1,2019-06-27,QAK-YEA-563
136,12,2019-06-27,QAK-YEA-563
137,1,2019-06-27,QAK-YEA-563
138,12,2019-06-27,QAK-YEA-563
139,1,2019-06-27,QAK-YEA-563
140,12,2019-06-27,QAK-YEA-563
141,1,2019-06-27,QAK-YEA-563
142,12,2019-06-27,QAK-YEA-563
143,1,2019-06-27,QAK-YEA-563
144,12,2019-06-27,QAK-YEA-563
145,1,2019-06-27,QAK-YEA-563
146,12,2019-06-27,XUE-HZE-220
147,1,2019-06-27,XUE-HZE-220
148,5,2019-07-03,XUE-HZE-220
149,12,2019-07-03,XUE-HZE-220
150,5,2019-07-03,XUE-HZE-220
151,12,2019-07-03,XUE-HZE-220
152,5,2019-07-03,JKH-WTF-181
153,12,2019-07-03,JKH-WTF-181
154,5,2019-07-03,JKH-WTF-181
155,12,2019-07-03,JKH-WTF-181
156,5,2019-07-03,JKH-WTF-181
157,12,2019-07-03,JKH-WTF-181
158,5,2019-07-03,JKH-WTF-181
159,12,2019-07-03,JKH-WTF-181
160,5,2019-07-03,JKH-WTF-181
161,12,2019-07-03,JKH-WTF-181
162,5,2019-07-03,JKH-WTF-181
163,12,2019-07-03,BJR-SMU-876
164,5,2019-07-03,BJR-SMU-876
165,12,2019-07-03,BJR-SMU-876
166,5,2019-07-03,BJR-SMU-876
167,12,2019-07-03,BJR-SMU-876
168,5,2019-07-03,BJR-SMU-876
169,12,2019-07-03,BJR-SMU-876
170,5,2019-07-03,BJR-SMU-876
171,12,2019-07-03,BJR-SMU-876
172,5,2019-07-03,BJR-SMU-876
173,12,2019-07-03,BJR-SMU-876
174,5,2019-07-03,BJR-SMU-876
175,12,2019-07-03,BJR-SMU-876
176,5,2019-07-03,BJR-SMU-876
177,12,2019-07-03,BJR-SMU-876
178,5,2019-07-03,BJR-SMU-876
179,12,2019-07-03,BJR-SMU-876
180,5,2019-07-03,BJR-SMU-876
181,12,2019-07-03,BJR-SMU-876
182,5,2019-07-03,BJR-SMU-876
183,12,2019-07-03,BJR-SMU-876
184,5,2019-07-03,BJR-SMU-876
185,12,2019-07-03,BJR-SMU-876
186,5,2019-07-03,BJR-SMU-876
187,12,2019-07-03,BJR-SMU-876
188,5,2019-07-03,BJR-SMU-876
189,12,2019-07-03,BJR-SMU-876
190,2,2019-07-06,BJR-SMU-876
191,2,2019-07-06,BJR-SMU-876
192,2,2019-07-06,BJR-SMU-876
193,2,2019-07-06,BJR-SMU-876
194,2,2019-07-06,BJR-SMU-876
195,2,2019-07-06,BJR-SMU-876
196,2,2019-07-06,BJR-SMU-876
197,2,2019-07-06,BJR-SMU-876
198,2,2019-07-06,BJR-SMU-876
199,2,2019-07-06,BJR-SMU-876
200,2,2019-07-06,BJR-SMU-876
201,2,2019-07-06,BJR-SMU-876
202,2,2019-07-06,BJR-SMU-876
203,2,2019-07-06,BJR-SMU-876
204,2,2019-07-06,BJR-SMU-876
205,2,2019-07-06,BJR-SMU-876
206,2,2019-07-06,BJR-SMU-876
207,2,2019-07-06,BJR-SMU-876
208,2,2019-07-06,BJR-SMU-876
209,2,2019-07-06,BJR-SMU-876
210,2,2019-07-06,BJR-SMU-876
211,10,2019-07-07,BJR-SMU-876
212,17,2019-07-07,BJR-SMU-876
213,10,2019-07-07,COW-EJG-563
214,17,2019-07-07,COW-EJG-563
215,10,2019-07-07,COW-EJG-563
216,17,2019-07-07,COW-EJG-563
217,10,2019-07-07,COW-EJG-563
218,17,2019-07-07,COW-EJG-563
219,10,2019-07-07,COW-EJG-563
220,17,2019-07-07,COW-EJG-563
221,10,2019-07-07,COW-EJG-563
222,17,2019-07-07,COW-EJG-563
223,10,2019-07-07,COW-EJG-563
224,17,2019-07-07,COW-EJG-563
225,10,2019-07-07,COW-EJG-563
226,17,2019-07-07,COW-EJG-563
227,10,2019-07-07,COW-EJG-563
228,17,2019-07-07,COW-EJG-563
229,10,2019-07-07,COW-EJG-563
230,17,2019-07-07,COW-EJG-563
231,10,2019-07-07,COW-EJG-563
232,17,2019-07-07,COW-EJG-563
233,10,2019-07-07,COW-EJG-563
234,17,2019-07-07,COW-EJG-563
235,10,2019-07-07,COW-EJG-563
236,17,2019-07-07,COW-EJG-563
237,10,2019-07-07,COW-EJG-563
238,17,2019-07-07,COW-EJG-563
239,10,2019-07-07,COW-EJG-563
240,17,2019-07-07,COW-EJG-563
241,10,2019-07-07,COW-EJG-563
242,17,2019-07-07,COW-EJG-563
243,10,2019-07-07,COW-EJG-563
244,17,2019-07-07,COW-EJG-563
245,10,2019-07-07,COW-EJG-563
246,17,2019-07-07,COW-EJG-563
247,10,2019-07-07,COW-EJG-563
248,17,2019-07-07,COW-EJG-563
249,10,2019-07-07,COW-EJG-563
250,17,2019-07-07,COW-EJG-563
251,10,2019-07-07,COW-EJG-563
252,17,2019-07-07,COW-EJG-563
253,15,2019-07-08,COW-EJG-563
254,15,2019-07-08,COW-EJG-563
255,15,2019-07-08,COW-EJG-563
256,15,2019-07-08,COW-EJG-563
257,15,2019-07-08,COW-EJG-563
258,15,2019-07-08,COW-EJG-563
259,15,2019-07-08,COW-EJG-563
260,15,2019-07-08,COW-EJG-563
261,15,2019-07-08,COW-EJG-563
262,15,2019-07-08,COW-EJG-563
263,15,2019-07-08,COW-EJG-563
264,15,2019-07-08,COW-EJG-563
265,15,2019-07-08,COW-EJG-563
266,15,2019-07-08,COW-EJG-563
267,15,2019-07-08,COW-EJG-563
268,15,2019-07-08,UWB-RJE-925
269,15,2019-07-08,UWB-RJE-925
270,15,2019-07-08,UWB-RJE-925
271,15,2019-07-08,UWB-RJE-925
272,15,2019-07-08,UWB-RJE-925
273,15,2019-07-08,UWB-RJE-925
274,17,2019-07-10,UWB-RJE-925
275,17,2019-07-10,UWB-RJE-925
276,17,2019-07-10,UWB-RJE-925
277,17,2019-07-10,UWB-RJE-925
278,17,2019-07-10,UWB-RJE-925
279,17,2019-07-10,UWB-RJE-925
280,17,2019-07-10,UWB-RJE-925
281,17,2019-07-10,UWB-RJE-925
282,17,2019-07-10,UWB-RJE-925
283,17,2019-07-10,UWB-RJE-925
284,17,2019-07-10,UWB-RJE-925
285,17,2019-07-10,UWB-RJE-925
286,17,2019-07-10,UWB-RJE-925
287,17,2019-07-10,UWB-RJE-925
288,17,2019-07-10,UWB-RJE-925
289,17,2019-07-10,UWB-RJE-925
290,17,2019-07-10,UWB-RJE-925
291,17,2019-07-10,UWB-RJE-925
292,17,2019-07-10,UWB-RJE-925
293,17,2019-07-10,UWB-RJE-925
294,17,2019-07-10,YZK-TZI-190
295,9,2019-07-14,YZK-TZI-190
296,9,2019-07-14,YZK-TZI-190
297,9,2019-07-14,YZK-TZI-190
298,9,2019-07-14,YZK-TZI-190
299,9,2019-07-14,YZK-TZI-190
300,9,2019-07-14,YZK-TZI-190
301,9,2019-07-14,GJC-EIF-576
302,9,2019-07-14,GJC-EIF-576
303,9,2019-07-14,GJC-EIF-576
304,9,2019-07-14,GJC-EIF-576
305,9,2019-07-14,GJC-EIF-576
306,9,2019-07-14,GJC-EIF-576
307,9,2019-07-14,GJC-EIF-576
308,9,2019-07-14,GJC-EIF-576
309,9,2019-07-14,GJC-EIF-576
310,9,2019-07-14,GJC-EIF-576
311,9,2019-07-14,GJC-EIF-576
312,9,2019-07-14,GJC-EIF-576
313,9,2019-07-14,GJC-EIF-576
314,9,2019-07-14,GJC-EIF-576
315,9,2019-07-14,GJC-EIF-576
316,10,2019-07-16,GJC-EIF-576
317,10,2019-07-16,GJC-EIF-576
318,10,2019-07-16,GJC-EIF-576
319,10,2019-07-16,GJC-EIF-576
320,10,2019-07-16,GJC-EIF-576
321,10,2019-07-16,GJC-EIF-576
322,10,2019-07-16,GJC-EIF-576
323,10,2019-07-16,GJC-EIF-576
324,10,2019-07-16,GJC-EIF-576
325,10,2019-07-16,GJC-EIF-576
326,10,2019-07-16,GJC-EIF-576
327,10,2019-07-16,GJC-EIF-576
328,10,2019-07-16,GJC-EIF-576
329,10,2019-07-16,GJC-EIF-576
330,10,2019-07-16,GJC-EIF-576
331,10,2019-07-16,GJC-EIF-576
332,10,2019-07-16,GJC-EIF-576
333,10,2019-07-16,GJC-EIF-576
334,10,2019-07-16,GJC-EIF-576
335,10,2019-07-16,GJC-EIF-576
336,10,2019-07-16,GJC-EIF-576
337,20,2019-07-17,GJC-EIF-576
338,13,2019-07-17,GJC-EIF-576
339,20,2019-07-17,GJC-EIF-576
340,13,2019-07-17,GJC-EIF-576
341,20,2019-07-17,GJC-EIF-576
342,13,2019-07-17,GJC-EIF-576
343,20,2019-07-17,GJC-EIF-576
344,13,2019-07-17,GJC-EIF-576
345,20,2019-07-17,GJC-EIF-576
346,13,2019-07-17,GJC-EIF-576
347,20,2019-07-17,GJC-EIF-576
348,13,2019-07-17,GJC-EIF-576
349,20,2019-07-17,GJC-EIF-576
350,13,2019-07-17,GJC-EIF-576
351,20,2019-07-17,GJC-EIF-576
352,13,2019-07-17,GJC-EIF-576
353,20,2019-07-17,GJC-EIF-576
354,13,2019-07-17,GJC-EIF-576
355,20,2019-07-17,GJC-EIF-576
356,13,2019-07-17,GJC-EIF-576
357,20,2019-07-17,GJC-EIF-576
358,13,2019-07-17,GJC-EIF-576
359,20,2019-07-17,XWS-GGI-593
360,13,2019-07-17,XWS-GGI-593
361,20,2019-07-17,XWS-GGI-593
362,13,2019-07-17,XWS-GGI-593
363,20,2019-07-17,XWS-GGI-593
364,13,2019-07-17,XWS-GGI-593
365,20,2019-07-17,XWS-GGI-593
366,13,2019-07-17,XWS-GGI-593
367,20,2019-07-17,XWS-GGI-593
368,13,2019-07-17,XWS-GGI-593
369,20,2019-07-17,XWS-GGI-593
370,13,2019-07-17,WEK-OPP-928
371,20,2019-07-17,WEK-OPP-928
372,13,2019-07-17,WEK-OPP-928
373,20,2019-07-17,WEK-OPP-928
374,13,2019-07-17,WEK-OPP-928
375,20,2019-07-17,WEK-OPP-928
376,13,2019-07-17,WEK-OPP-928
377,20,2019-07-17,WEK-OPP-928
378,13,2019-07-17,WEK-OPP-928
379,11,2019-07-20,WEK-OPP-928
380,14,2019-07-20,WEK-OPP-928
381,11,2019-07-20,WEK-OPP-928
382,14,2019-07-20,WEK-OPP-928
383,11,2019-07-20,WEK-OPP-928
384,14,2019-07-20,WEK-OPP-928
385,11,2019-07-20,WEK-OPP-928
386,14,2019-07-20,WEK-OPP-928
387,11,2019-07-20,WEK-OPP-928
388,14,2019-07-20,WEK-OPP-928
389,11,2019-07-20,WEK-OPP-928
390,14,2019-07-20,WEK-OPP-928
391,11,2019-07-20,WEK-OPP-928
392,14,2019-07-20,WEK-OPP-928
393,11,2019-07-20,WEK-OPP-928
394,14,2019-07-20,WEK-OPP-928
395,11,2019-07-20,WEK-OPP-928
396,14,2019-07-20,WEK-OPP-928
397,11,2019-07-20,WEK-OPP-928
398,14,2019-07-20,WEK-OPP-928
399,11,2019-07-20,WEK-OPP-928
400,14,2019-07-20,WEK-OPP-928
401,11,2019-07-20,WEK-OPP-928
402,14,2019-07-20,WEK-OPP-928
403,11,2019-07-20,WEK-OPP-928
404,14,2019-07-20,WEK-OPP-928
405,11,2019-07-20,WEK-OPP-928
406,14,2019-07-20,WEK-OPP-928
407,11,2019-07-20,WEK-OPP-928
408,14,2019-07-20,WEK-OPP-928
409,11,2019-07-20,WEK-OPP-928
410,14,2019-07-20,WEK-OPP-928
411,11,2019-07-20,WEK-OPP-928
412,14,2019-07-20,WEK-OPP-928
413,11,2019-07-20,WEK-OPP-928
414,14,2019-07-20,WEK-OPP-928
415,11,2019-07-20,WEK-OPP-928
416,14,2019-07-20,WEK-OPP-928
417,11,2019-07-20,WEK-OPP-928
418,14,2019-07-20,WEK-OPP-928
419,11,2019-07-20,WEK-OPP-928
420,14,2019-07-20,WEK-OPP-928
421,11,2019-07-24,WEK-OPP-928
422,5,2019-07-24,WEK-OPP-928
423,11,2019-07-24,WEK-OPP-928
424,5,2019-07-24,WEK-OPP-928
425,11,2019-07-24,WEK-OPP-928
426,5,2019-07-24,WEK-OPP-928
427,11,2019-07-24,WEK-OPP-928
428,5,2019-07-24,WEK-OPP-928
429,11,2019-07-24,WEK-OPP-928
430,5,2019-07-24,WEK-OPP-928
431,11,2019-07-24,WEK-OPP-928
432,5,2019-07-24,WEK-OPP-928
433,11,2019-07-24,WEK-OPP-928
434,5,2019-07-24,WEK-OPP-928
435,11,2019-07-24,WEK-OPP-928
436,5,2019-07-24,WEK-OPP-928
437,11,2019-07-24,WEK-OPP-928
438,5,2019-07-24,WEK-OPP-928
439,11,2019-07-24,WEK-OPP-928
440,5,2019-07-24,WEK-OPP-928
441,11,2019-07-24,WEK-OPP-928
442,5,2019-07-24,WEK-OPP-928
443,11,2019-07-24,WEK-OPP-928
444,5,2019-07-24,WEK-OPP-928
445,11,2019-07-24,WEK-OPP-928
446,5,2019-07-24,WEK-OPP-928
447,11,2019-07-24,WEK-OPP-928
448,5,2019-07-24,WEK-OPP-928
449,11,2019-07-24,WEK-OPP-928
450,5,2019-07-24,WEK-OPP-928
451,11,2019-07-24,WEK-OPP-928
452,5,2019-07-24,WEK-OPP-928
453,11,2019-07-24,WEK-OPP-928
454,5,2019-07-24,WEK-OPP-928
455,11,2019-07-24,WEK-OPP-928
456,5,2019-07-24,WEK-OPP-928
457,11,2019-07-24,WEK-OPP-928
458,5,2019-07-24,WEK-OPP-928
459,11,2019-07-24,WEK-OPP-928
460,5,2019-07-24,WEK-OPP-928
461,11,2019-07-24,WEK-OPP-928
462,5,2019-07-24,WEK-OPP-928
463,7,2019-07-26,WOS-ALX-687
464,7,2019-07-26,WOS-ALX-687
465,7,2019-07-26,WOS-ALX-687
466,7,2019-07-26,WOS-ALX-687
467,7,2019-07-26,WOS-ALX-687
468,7,2019-07-26,WOS-ALX-687
469,7,2019-07-26,WOS-ALX-687
470,7,2019-07-26,WOS-ALX-687
471,7,2019-07-26,WOS-ALX-687
472,7,2019-07-26,WOS-ALX-687
473,7,2019-07-26,WOS-ALX-687
474,7,2019-07-26,WOS-ALX-687
475,7,2019-07-26,WOS-ALX-687
476,7,2019-07-26,WOS-ALX-687
477,7,2019-07-26,WOS-ALX-687
478,7,2019-07-26,WOS-ALX-687
479,7,2019-07-26,WOS-ALX-687
480,7,2019-07-26,WOS-ALX-687
481,7,2019-07-26,WOS-ALX-687
482,7,2019-07-26,WOS-ALX-687
483,7,2019-07-26,WOS-ALX-687
484,2,2019-07-27,WOS-ALX-687
485,2,2019-07-27,WOS-ALX-687
486,2,2019-07-27,WOS-ALX-687
487,2,2019-07-27,WOS-ALX-687
488,2,2019-07-27,WOS-ALX-687
489,2,2019-07-27,WOS-ALX-687
490,2,2019-07-27,WOS-ALX-687
491,2,2019-07-27,WOS-ALX-687
492,2,2019-07-27,WOS-ALX-687
493,2,2019-07-27,WOS-ALX-687
494,2,2019-07-27,WOS-ALX-687
495,2,2019-07-27,WOS-ALX-687
496,2,2019-07-27,WOS-ALX-687
497,2,2019-07-27,WOS-ALX-687
498,2,2019-07-27,WOS-ALX-687
499,2,2019-07-27,WOS-ALX-687
500,2,2019-07-27,WOS-ALX-687
501,2,2019-07-27,WOS-ALX-687
502,2,2019-07-27,WOS-ALX-687
503,2,2019-07-27,WOS-ALX-687
504,2,2019-07-27,WOS-ALX-687
505,6,2019-07-29,WOS-ALX-687
506,6,2019-07-29,WOS-ALX-687
507,6,2019-07-29,WOS-ALX-687
508,6,2019-07-29,WOS-ALX-687
509,6,2019-07-29,WOS-ALX-687
510,6,2019-07-29,WOS-ALX-687
511,6,2019-07-29,WOS-ALX-687
512,6,2019-07-29,WOS-ALX-687
513,6,2019-07-29,WOS-ALX-687
514,6,2019-07-29,WOS-ALX-687
515,6,2019-07-29,WOS-ALX-687
516,6,2019-07-29,WOS-ALX-687
517,6,2019-07-29,WOS-ALX-687
518,6,2019-07-29,WOS-ALX-687
519,6,2019-07-29,WOS-ALX-687
520,6,2019-07-29,WOS-ALX-687
521,6,2019-07-29,WOS-ALX-687
522,6,2019-07-29,WOS-ALX-687
523,6,2019-07-29,WOS-ALX-687
524,6,2019-07-29,WOS-ALX-687
525,6,2019-07-29,WOS-ALX-687
526,6,2019-07-31,WOS-ALX-687
527,6,2019-07-31,WOS-ALX-687
528,6,2019-07-31,WOS-ALX-687
529,6,2019-07-31,WOS-ALX-687
530,6,2019-07-31,WOS-ALX-687
531,6,2019-07-31,WOS-ALX-687
532,6,2019-07-31,WOS-ALX-687
533,6,2019-07-31,WOS-ALX-687
534,6,2019-07-31,WOS-ALX-687
535,6,2019-07-31,WOS-ALX-687
536,6,2019-07-31,WOS-ALX-687
537,6,2019-07-31,WOS-ALX-687
538,6,2019-07-31,WOS-ALX-687
539,6,2019-07-31,WOS-ALX-687
540,6,2019-07-31,WOS-ALX-687
541,6,2019-07-31,WOS-ALX-687
542,6,2019-07-31,WOS-ALX-687
543,6,2019-07-31,WOS-ALX-687
544,6,2019-07-31,WOS-ALX-687
545,6,2019-07-31,WOS-ALX-687
546,6,2019-07-31,WOS-ALX-687
547,14,2019-08-03,WOS-ALX-687
548,14,2019-08-03,WOS-ALX-687
549,14,2019-08-03,WOS-ALX-687
550,14,2019-08-03,WOS-ALX-687
551,14,2019-08-03,WOS-ALX-687
552,14,2019-08-03,WOS-ALX-687
553,14,2019-08-03,WOS-ALX-687
554,14,2019-08-03,WOS-ALX-687
555,14,2019-08-03,WOS-ALX-687
556,14,2019-08-03,WOS-ALX-687
557,14,2019-08-03,WOS-ALX-687
558,14,2019-08-03,WOS-ALX-687
559,14,2019-08-03,WOS-ALX-687
560,14,2019-08-03,WOS-ALX-687
561,14,2019-08-03,WOS-ALX-687
562,14,2019-08-03,WOS-ALX-687
563,14,2019-08-03,WOS-ALX-687
564,14,2019-08-03,WOS-ALX-687
565,14,2019-08-03,WOS-ALX-687
566,14,2019-08-03,WOS-ALX-687
567,14,2019-08-03,WOS-ALX-687
568,19,2019-08-04,WOS-ALX-687
569,18,2019-08-04,WOS-ALX-687
570,19,2019-08-04,WOS-ALX-687
571,18,2019-08-04,WOS-ALX-687
572,19,2019-08-04,WOS-ALX-687
573,18,2019-08-04,WOS-ALX-687
574,19,2019-08-04,WOS-ALX-687
575,18,2019-08-04,WOS-ALX-687
576,19,2019-08-04,WOS-ALX-687
577,18,2019-08-04,WOS-ALX-687
578,19,2019-08-04,WOS-ALX-687
579,18,2019-08-04,WOS-ALX-687
580,19,2019-08-04,WOS-ALX-687
581,18,2019-08-04,WOS-ALX-687
582,19,2019-08-04,WOS-ALX-687
583,18,2019-08-04,WOS-ALX-687
584,19,2019-08-04,WOS-ALX-687
585,18,2019-08-04,WOS-ALX-687
586,19,2019-08-04,WOS-ALX-687
587,18,2019-08-04,WOS-ALX-687
588,19,2019-08-04,WOS-ALX-687
589,18,2019-08-04,WOS-ALX-687
590,19,2019-08-04,WOS-ALX-687
591,18,2019-08-04,WOS-ALX-687
592,19,2019-08-04,WOS-ALX-687
593,18,2019-08-04,WOS-ALX-687
594,19,2019-08-04,WOS-ALX-687
595,18,2019-08-04,WOS-ALX-687
596,19,2019-08-04,WOS-ALX-687
597,18,2019-08-04,WOS-ALX-687
598,19,2019-08-04,WOS-ALX-687
599,18,2019-08-04,WOS-ALX-687
600,19,2019-08-04,WOS-ALX-687
601,18,2019-08-04,WOS-ALX-687
602,19,2019-08-04,WOS-ALX-687
603,18,2019-08-04,WOS-ALX-687
604,19,2019-08-04,WOS-ALX-687
605,18,2019-08-04,WOS-ALX-687
606,19,2019-08-04,WOS-ALX-687
607,18,2019-08-04,WOS-ALX-687
608,19,2019-08-04,WOS-ALX-687
609,18,2019-08-04,WOS-ALX-687
610,9,2019-08-05,WOS-ALX-687
611,9,2019-08-05,WOS-ALX-687
612,9,2019-08-05,WOS-ALX-687
613,9,2019-08-05,WOS-ALX-687
614,9,2019-08-05,WOS-ALX-687
615,9,2019-08-05,WOS-ALX-687
616,9,2019-08-05,WOS-ALX-687
617,9,2019-08-05,WOS-ALX-687
618,9,2019-08-05,WOS-ALX-687
619,9,2019-08-05,WOS-ALX-687
620,9,2019-08-05,WOS-ALX-687
621,9,2019-08-05,WOS-ALX-687
622,9,2019-08-05,WOS-ALX-687
623,9,2019-08-05,WOS-ALX-687
624,9,2019-08-05,WOS-ALX-687
625,9,2019-08-05,WOS-ALX-687
626,9,2019-08-05,WOS-ALX-687
627,9,2019-08-05,WZC-OVZ-700
628,9,2019-08-05,WZC-OVZ-700
629,9,2019-08-05,WZC-OVZ-700
630,9,2019-08-05,WZC-OVZ-700
631,19,2019-08-06,WZC-OVZ-700
632,19,2019-08-06,WZC-OVZ-700
633,19,2019-08-06,WZC-OVZ-700
634,19,2019-08-06,WZC-OVZ-700
635,19,2019-08-06,WZC-OVZ-700
636,19,2019-08-06,WZC-OVZ-700
637,19,2019-08-06,WZC-OVZ-700
638,19,2019-08-06,WZC-OVZ-700
639,19,2019-08-06,WZC-OVZ-700
640,19,2019-08-06,WZC-OVZ-700
641,19,2019-08-06,WZC-OVZ-700
642,19,2019-08-06,WZC-OVZ-700
643,19,2019-08-06,WZC-OVZ-700
644,19,2019-08-06,WZC-OVZ-700
645,19,2019-08-06,WZC-OVZ-700
646,19,2019-08-06,WZC-OVZ-700
647,19,2019-08-06,WZC-OVZ-700
648,19,2019-08-06,WZC-OVZ-700
649,19,2019-08-06,WZC-OVZ-700
650,19,2019-08-06,WZC-OVZ-700
651,19,2019-08-06,WZC-OVZ-700
652,17,2019-08-08,WZC-OVZ-700
653,11,2019-08-08,WZC-OVZ-700
654,18,2019-08-08,WZC-OVZ-700
655,17,2019-08-08,WZC-OVZ-700
656,11,2019-08-08,WZC-OVZ-700
657,18,2019-08-08,WZC-OVZ-700
658,17,2019-08-08,WZC-OVZ-700
659,11,2019-08-08,WZC-OVZ-700
660,18,2019-08-08,WZC-OVZ-700
661,17,2019-08-08,WZC-OVZ-700
662,11,2019-08-08,WZC-OVZ-700
663,18,2019-08-08,WZC-OVZ-700
664,17,2019-08-08,WZC-OVZ-700
665,11,2019-08-08,WZC-OVZ-700
